customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment,customer_name,gender,age,city,province,signup_date,signup_channel,is_churned,age_group,churn_probability
1181,8,4,81230.0,5,4,4,544,Champions,Usman Butt,Female,35,Lahore,Punjab,2025-09-30,Organic,0,26-35 (Young Millennials),0.041415200151134576
1182,12,2,95002.0,5,4,4,544,Champions,Hamza Gill,Other,18,Rawalpindi,Punjab,2026-04-17,TikTok Ads,0,18-25 (Gen Z),0.03631062485266429
1183,22,15,442870.0,5,5,5,555,Champions,Sana Raza,Male,19,Karachi,Sindh,2026-02-14,Google Ads,0,18-25 (Gen Z),0.023568837130894086
1184,106,1,2070.0,3,2,1,321,Promising / Warm,Hina Ali,Male,24,Lahore,Punjab,2024-09-05,TikTok Ads,1,18-25 (Gen Z),0.9508682931184325
1185,157,4,122138.5,3,4,4,344,Loyal Customers,Nida Malik,Female,25,Lahore,Punjab,2024-01-15,Facebook Ads,1,18-25 (Gen Z),0.9027252477758297
1186,82,11,203233.0,3,5,5,355,Loyal Customers,Omer Sheikh,Female,31,Karachi,Sindh,2024-01-24,Organic,0,26-35 (Young Millennials),0.0027980287136311747
1187,8,2,115632.0,5,4,4,544,Champions,Omer Raza,Male,29,Karachi,Sindh,2024-07-27,Direct,0,26-35 (Young Millennials),0.0644281255748642
1188,76,1,31300.0,4,2,3,423,Promising / Warm,Hassan Jatoi,Female,25,Lahore,Punjab,2025-09-29,Facebook Ads,0,18-25 (Gen Z),0.06845785658487653
1189,71,6,253529.0,4,5,5,455,Champions,Hina Malik,Male,44,Peshawar,KPK,2025-01-20,Facebook Ads,0,36-50 (Older Millennials),0.008503568123544173
1190,211,1,3287.0,2,2,2,222,Hibernating,Sara Jatoi,Other,30,Multan,Punjab,2024-06-23,Direct,1,26-35 (Young Millennials),0.9600189889027942
1191,422,1,41201.5,2,2,3,223,Hibernating,Ahmed Abbasi,Female,31,Lahore,Punjab,2024-02-24,Google Ads,1,26-35 (Young Millennials),0.9578157852965384
1193,538,2,6162.0,1,4,2,142,At Risk / Slipping,Yasmin Mughal,Male,24,Islamabad,Islamabad Capital Territory,2024-10-26,Organic,1,18-25 (Gen Z),0.9193960705673628
1194,97,1,3460.0,3,2,2,322,Promising / Warm,Raza Dar,Female,44,Karachi,Sindh,2025-06-04,Organic,1,36-50 (Older Millennials),0.9560728475142659
1195,183,1,122622.0,2,2,4,224,Hibernating,Faisal Sheikh,Female,39,Lahore,Punjab,2025-09-03,Google Ads,1,36-50 (Older Millennials),0.9347584416339041
1198,81,13,548475.5,3,5,5,355,Loyal Customers,Usman Shah,Male,39,Lahore,Punjab,2024-01-19,Facebook Ads,0,36-50 (Older Millennials),0.0034058488858531165
1199,436,1,62904.0,1,2,3,123,Hibernating,Asad Mughal,Female,29,Islamabad,Islamabad Capital Territory,2024-08-29,Facebook Ads,1,26-35 (Young Millennials),0.9556993585379052
1200,30,5,132017.0,4,5,4,454,Champions,Tariq Siddiqui,Female,33,Islamabad,Islamabad Capital Territory,2025-01-31,Organic,0,26-35 (Young Millennials),0.036787495207838306
1201,76,1,10368.0,4,2,2,422,Promising / Warm,Muhammad Farooq,Male,28,Rawalpindi,Punjab,2024-06-04,Facebook Ads,0,26-35 (Young Millennials),0.08563043374416321
1202,96,1,26742.5,3,2,3,323,Promising / Warm,Omer Dar,Male,34,Gujranwala,Punjab,2026-01-17,Facebook Ads,1,26-35 (Young Millennials),0.9476728748140378
1203,389,1,2080.0,2,2,2,222,Hibernating,Kiran Jatoi,Male,43,Islamabad,Islamabad Capital Territory,2025-03-03,Facebook Ads,1,36-50 (Older Millennials),0.9488186620755364
1204,88,1,41366.5,3,2,3,323,Promising / Warm,Sana Baig,Female,38,Peshawar,KPK,2025-09-11,Facebook Ads,0,36-50 (Older Millennials),0.05561954610305016
1205,209,1,77492.0,2,2,4,224,Hibernating,Omer Gill,Male,19,Karachi,Sindh,2025-10-30,Google Ads,1,18-25 (Gen Z),0.9344831931162771
1206,564,1,112002.0,1,2,4,124,Hibernating,Hamza Baig,Male,34,Lahore,Punjab,2024-05-21,Facebook Ads,1,26-35 (Young Millennials),0.9430794422443151
1207,71,1,711.0,4,2,1,421,Promising / Warm,Usman Jatoi,Female,27,Rawalpindi,Punjab,2026-02-27,Direct,0,26-35 (Young Millennials),0.07637939369920382
1208,553,1,1292.0,1,2,1,121,Hibernating,Hamza Baig,Female,20,Karachi,Sindh,2024-03-10,Google Ads,1,18-25 (Gen Z),0.933442080784353
1209,35,13,275333.0,4,5,5,455,Champions,Hassan Farooq,Male,38,Karachi,Sindh,2024-07-07,Facebook Ads,0,36-50 (Older Millennials),0.00555688556470063
1210,446,1,28108.0,1,2,3,123,Hibernating,Omer Malik,Female,43,Karachi,Sindh,2025-02-27,Organic,1,36-50 (Older Millennials),0.9421910743080447
1211,83,4,127839.5,3,4,4,344,Loyal Customers,Mariam Abbasi,Female,33,Peshawar,KPK,2024-06-04,Google Ads,0,26-35 (Young Millennials),0.03466744151481501
1212,550,1,110370.0,1,2,4,124,Hibernating,Amna Raza,Male,27,Karachi,Sindh,2024-01-27,Facebook Ads,0,26-35 (Young Millennials),0.8842414405197142
1213,226,1,10011.5,2,2,2,222,Hibernating,Amna Hashmi,Male,18,Karachi,Sindh,2025-09-02,TikTok Ads,1,18-25 (Gen Z),0.9593140749311948
1214,215,2,163975.5,2,4,4,244,At Risk / Slipping,Sana Iqbal,Female,40,Karachi,Sindh,2024-03-22,Organic,1,36-50 (Older Millennials),0.9562226940230489
1215,14,1,1700.0,5,2,1,521,Promising / Warm,Faisal Cheema,Female,29,Lahore,Punjab,2025-12-30,Google Ads,0,26-35 (Young Millennials),0.07069755284831407
1216,82,5,177302.5,3,5,5,355,Loyal Customers,Raza Mughal,Female,29,Quetta,Balochistan,2025-05-18,Google Ads,0,26-35 (Young Millennials),0.01466063248879532
1217,198,5,22371.0,2,5,3,253,At Risk / Slipping,Saad Malik,Male,37,Karachi,Sindh,2024-02-03,Direct,1,36-50 (Older Millennials),0.8787501870559715
1218,191,4,210149.0,2,4,5,245,At Risk / Slipping,Mariam Khan,Female,21,Lahore,Punjab,2024-08-15,Google Ads,1,18-25 (Gen Z),0.7989424045464029
1219,575,1,3460.0,1,2,2,122,Hibernating,Hina Raza,Male,29,Faisalabad,Punjab,2024-06-30,Organic,1,26-35 (Young Millennials),0.9499388434848635
1220,99,3,28145.0,3,4,3,343,Loyal Customers,Zahra Hashmi,Female,25,Karachi,Sindh,2025-04-13,Facebook Ads,1,18-25 (Gen Z),0.906264610231231
1221,215,1,50466.0,2,2,3,223,Hibernating,Sana Qureshi,Male,29,Karachi,Sindh,2025-09-14,Direct,1,26-35 (Young Millennials),0.9418223193112394
1222,29,14,139289.5,4,5,4,454,Champions,Hina Dar,Female,22,Karachi,Sindh,2025-09-18,Facebook Ads,0,18-25 (Gen Z),0.011639829351536759
1223,93,5,390290.5,3,5,5,355,Loyal Customers,Hina Baig,Male,18,Karachi,Sindh,2025-06-17,Google Ads,1,18-25 (Gen Z),0.8829222208483327
1224,440,2,14850.0,1,4,2,142,At Risk / Slipping,Zain Gill,Male,27,Lahore,Punjab,2024-09-08,Facebook Ads,1,26-35 (Young Millennials),0.719144987117313
1225,30,1,7182.0,4,2,2,422,Promising / Warm,Tariq Farooq,Male,40,Rawalpindi,Punjab,2025-07-25,Facebook Ads,0,36-50 (Older Millennials),0.06259239336639183
1226,311,1,164962.0,2,2,4,224,Hibernating,Kiran Jatoi,Male,32,Karachi,Sindh,2024-07-13,Facebook Ads,1,26-35 (Young Millennials),0.9434243898952499
1227,10,7,122361.0,5,5,4,554,Champions,Usman Gill,Female,20,Islamabad,Islamabad Capital Territory,2026-03-03,Facebook Ads,0,18-25 (Gen Z),0.01665555830747716
1228,15,6,371597.5,5,5,5,555,Champions,Usman Gill,Female,18,Karachi,Sindh,2025-09-19,Google Ads,0,18-25 (Gen Z),0.023634212544383762
1229,8,1,8021.5,5,2,2,522,Promising / Warm,Ahmed Jatoi,Female,22,Lahore,Punjab,2026-04-29,Facebook Ads,0,18-25 (Gen Z),0.06567044776804093
1230,552,2,3770.0,1,4,2,142,At Risk / Slipping,Raza Gill,Male,34,Multan,Punjab,2024-07-03,Direct,1,26-35 (Young Millennials),0.8819233582320064
1231,16,1,77361.0,5,2,4,524,Promising / Warm,Amna Baig,Male,21,Lahore,Punjab,2025-02-06,Facebook Ads,0,18-25 (Gen Z),0.06503146388683854
1232,95,1,10412.5,3,2,2,322,Promising / Warm,Mariam Shah,Male,23,Islamabad,Islamabad Capital Territory,2025-04-09,Organic,1,18-25 (Gen Z),0.9378078048686675
1234,193,2,109105.0,2,4,4,244,At Risk / Slipping,Omer Butt,Male,34,Islamabad,Islamabad Capital Territory,2024-04-03,Google Ads,1,26-35 (Young Millennials),0.9468787393292843
1235,90,1,14012.5,3,2,2,322,Promising / Warm,Zain Gill,Male,20,Karachi,Sindh,2025-06-20,Referral,0,18-25 (Gen Z),0.07655766002957777
1237,92,9,101569.5,3,5,4,354,Loyal Customers,Hassan Dar,Other,37,Faisalabad,Punjab,2024-06-23,Facebook Ads,1,36-50 (Older Millennials),0.82427128489562
1238,42,15,397648.0,4,5,5,455,Champions,Omer Baig,Male,44,Lahore,Punjab,2024-06-15,TikTok Ads,0,36-50 (Older Millennials),0.03002935064344725
1239,24,3,63337.5,5,4,3,543,Loyal Customers,Hamza Butt,Male,18,Karachi,Sindh,2025-03-05,TikTok Ads,0,18-25 (Gen Z),0.05168193805632196
1240,373,1,2440.0,2,2,2,222,Hibernating,Usman Abbasi,Female,18,Faisalabad,Punjab,2024-10-22,Facebook Ads,1,18-25 (Gen Z),0.9614075939407397
1241,307,1,1966.5,2,2,1,221,Hibernating,Raza Butt,Male,31,Rawalpindi,Punjab,2024-07-26,TikTok Ads,1,26-35 (Young Millennials),0.9572367110678087
1242,345,1,540.0,2,2,1,221,Hibernating,Muhammad Hashmi,Male,33,Rawalpindi,Punjab,2025-04-14,Facebook Ads,1,26-35 (Young Millennials),0.9487802346017395
1243,95,1,38358.0,3,2,3,323,Promising / Warm,Saad Cheema,Male,22,Rawalpindi,Punjab,2025-09-14,Facebook Ads,1,18-25 (Gen Z),0.8041512151529524
1244,1,1,110290.0,5,2,4,524,Promising / Warm,Saad Iqbal,Female,24,Faisalabad,Punjab,2025-04-09,Facebook Ads,0,18-25 (Gen Z),0.05409109936850778
1245,7,6,195766.0,5,5,5,555,Champions,Mariam Gill,Male,37,Karachi,Sindh,2024-09-07,TikTok Ads,0,36-50 (Older Millennials),0.014982176421197941
1246,61,1,4080.0,4,2,2,422,Promising / Warm,Hassan Siddiqui,Male,33,Lahore,Punjab,2024-02-20,TikTok Ads,0,26-35 (Young Millennials),0.05321141753790257
1247,235,1,106431.5,2,2,4,224,Hibernating,Fatima Malik,Female,35,Lahore,Punjab,2024-02-07,Facebook Ads,1,26-35 (Young Millennials),0.9502980192574669
1248,94,3,50951.0,3,4,3,343,Loyal Customers,Hamza Ahmed,Female,44,Rawalpindi,Punjab,2024-12-05,Facebook Ads,1,36-50 (Older Millennials),0.8743566500842361
1249,239,1,1615.0,2,2,1,221,Hibernating,Ali Ahmed,Male,21,Lahore,Punjab,2024-06-14,Organic,1,18-25 (Gen Z),0.9448548561033744
1250,365,1,6920.0,2,2,2,222,Hibernating,Yasmin Abbasi,Male,36,Karachi,Sindh,2025-04-11,Facebook Ads,1,36-50 (Older Millennials),0.9440455138543139
1251,199,6,194565.0,2,5,5,255,At Risk / Slipping,Hina Baig,Male,32,Faisalabad,Punjab,2024-04-05,Facebook Ads,1,26-35 (Young Millennials),0.7022507782431426
1253,83,4,251378.0,3,4,5,345,Loyal Customers,Ali Qureshi,Male,36,Karachi,Sindh,2024-10-26,Google Ads,0,36-50 (Older Millennials),0.012393359234624111
1254,340,1,2555.5,2,2,2,222,Hibernating,Saad Malik,Female,29,Karachi,Sindh,2024-12-03,Facebook Ads,1,26-35 (Young Millennials),0.9524466534662408
1255,59,1,56604.0,4,2,3,423,Promising / Warm,Tariq Qureshi,Male,21,Lahore,Punjab,2025-09-18,Facebook Ads,0,18-25 (Gen Z),0.056540800884459994
1256,96,3,60807.0,3,4,3,343,Loyal Customers,Ahmed Sheikh,Male,45,Karachi,Sindh,2025-05-10,TikTok Ads,1,36-50 (Older Millennials),0.8713225730951335
1257,20,8,440619.0,5,5,5,555,Champions,Hina Hashmi,Female,31,Lahore,Punjab,2025-03-13,Google Ads,0,26-35 (Young Millennials),0.014511618346981678
1258,199,2,95851.5,2,4,4,244,At Risk / Slipping,Nida Shah,Female,37,Karachi,Sindh,2024-05-12,Facebook Ads,1,36-50 (Older Millennials),0.9230371664438476
1259,169,2,191777.0,3,4,5,345,Loyal Customers,Nida Baig,Female,18,Multan,Punjab,2025-05-19,Google Ads,1,18-25 (Gen Z),0.9402406436797668
1260,511,1,3180.0,1,2,2,122,Hibernating,Fatima Hashmi,Female,38,Karachi,Sindh,2024-07-17,Organic,1,36-50 (Older Millennials),0.939095802077223
1261,29,1,14930.0,4,2,2,422,Promising / Warm,Muhammad Sheikh,Other,31,Islamabad,Islamabad Capital Territory,2025-10-02,Direct,0,26-35 (Young Millennials),0.048985265385293804
1262,48,1,350.0,4,2,1,421,Promising / Warm,Zain Raza,Female,18,Rawalpindi,Punjab,2025-02-27,TikTok Ads,0,18-25 (Gen Z),0.05953447854618605
1264,1,1,63415.0,5,2,3,523,Promising / Warm,Raza Raza,Female,31,Karachi,Sindh,2026-03-20,Facebook Ads,0,26-35 (Young Millennials),0.06526766592741431
1265,30,2,270075.0,4,4,5,445,Champions,Ali Abbasi,Female,39,Lahore,Punjab,2026-02-24,Facebook Ads,0,36-50 (Older Millennials),0.03524671463220161
1266,345,1,13640.0,2,2,2,222,Hibernating,Muhammad Sheikh,Female,41,Islamabad,Islamabad Capital Territory,2025-02-09,Facebook Ads,1,36-50 (Older Millennials),0.9525412651725677
1267,29,1,2862.0,4,2,2,422,Promising / Warm,Hina Baig,Male,35,Karachi,Sindh,2026-05-02,Facebook Ads,0,26-35 (Young Millennials),0.05847794639763976
1268,182,1,6004.0,2,2,2,222,Hibernating,Fatima Raza,Female,45,Karachi,Sindh,2025-11-19,Organic,1,36-50 (Older Millennials),0.9622340742394853
1270,72,1,118491.5,4,2,4,424,Promising / Warm,Hamza Gill,Female,35,Islamabad,Islamabad Capital Territory,2025-04-18,Organic,0,26-35 (Young Millennials),0.0281610466677858
1272,66,1,71610.0,4,2,4,424,Promising / Warm,Hina Shah,Male,40,Lahore,Punjab,2024-08-01,Direct,0,36-50 (Older Millennials),0.05368513859403604
1273,428,1,102367.5,1,2,4,124,Hibernating,Sara Shah,Female,30,Lahore,Punjab,2024-03-08,Facebook Ads,1,26-35 (Young Millennials),0.9415943855655758
1274,3,12,636567.5,5,5,5,555,Champions,Hamza Siddiqui,Female,34,Lahore,Punjab,2025-01-19,Google Ads,0,26-35 (Young Millennials),0.0020474903736540945
1275,642,1,350.0,1,2,1,121,Hibernating,Raza Farooq,Female,18,Karachi,Sindh,2024-07-10,Facebook Ads,1,18-25 (Gen Z),0.9543691774244958
1276,78,3,110134.5,3,4,4,344,Loyal Customers,Nida Sheikh,Female,42,Karachi,Sindh,2025-12-23,Facebook Ads,0,36-50 (Older Millennials),0.028485370601822484
1278,92,14,575960.5,3,5,5,355,Loyal Customers,Sana Mughal,Female,18,Lahore,Punjab,2024-08-09,Organic,0,18-25 (Gen Z),0.2978318009269276
1279,44,1,25040.0,4,2,3,423,Promising / Warm,Tariq Abbasi,Female,20,Lahore,Punjab,2026-03-14,TikTok Ads,0,18-25 (Gen Z),0.049580958113887255
1280,86,2,103172.5,3,4,4,344,Loyal Customers,Ahmed Raza,Female,21,Islamabad,Islamabad Capital Territory,2025-06-02,Facebook Ads,0,18-25 (Gen Z),0.06826721569423905
1281,551,1,13437.0,1,2,2,122,Hibernating,Muhammad Cheema,Male,32,Karachi,Sindh,2024-07-13,TikTok Ads,1,26-35 (Young Millennials),0.952739243421101
1282,28,1,117920.0,5,2,4,524,Promising / Warm,Omer Cheema,Female,22,Islamabad,Islamabad Capital Territory,2026-03-05,Organic,0,18-25 (Gen Z),0.03588694809735856
1284,5,14,376216.5,5,5,5,555,Champions,Tariq Malik,Male,32,Lahore,Punjab,2025-04-15,Facebook Ads,0,26-35 (Young Millennials),0.004083319539666482
1285,16,12,475088.5,5,5,5,555,Champions,Kiran Jatoi,Female,46,Faisalabad,Punjab,2024-02-15,Facebook Ads,0,36-50 (Older Millennials),0.001997641980688661
1286,21,10,312912.0,5,5,5,555,Champions,Yasmin Hashmi,Female,21,Karachi,Sindh,2025-04-23,Referral,0,18-25 (Gen Z),0.024480409671492998
1287,84,2,17382.0,3,4,2,342,Lost / Inactive,Ahmed Sheikh,Female,29,Lahore,Punjab,2024-01-24,Google Ads,0,26-35 (Young Millennials),0.05685160911994262
1288,88,2,66413.0,3,4,3,343,Loyal Customers,Sara Abbasi,Male,22,Karachi,Sindh,2024-11-24,Facebook Ads,0,18-25 (Gen Z),0.04171521379749153
1289,16,2,75325.0,5,4,4,544,Champions,Ayesha Raza,Female,31,Lahore,Punjab,2026-03-02,Facebook Ads,0,26-35 (Young Millennials),0.04467195218060674
1290,76,1,77751.0,4,2,4,424,Promising / Warm,Zahra Sheikh,Male,22,Lahore,Punjab,2024-10-07,Organic,0,18-25 (Gen Z),0.05933843140481523
1291,299,1,70382.0,2,2,4,224,Hibernating,Zain Khan,Male,29,Islamabad,Islamabad Capital Territory,2024-07-30,Facebook Ads,1,26-35 (Young Millennials),0.8112440915897087
1292,76,2,176757.5,4,4,5,445,Champions,Hassan Mughal,Female,25,Karachi,Sindh,2024-05-24,TikTok Ads,0,18-25 (Gen Z),0.06373381370091896
1293,483,2,34350.0,1,4,3,143,At Risk / Slipping,Faisal Abbasi,Male,42,Lahore,Punjab,2024-03-13,TikTok Ads,1,36-50 (Older Millennials),0.9428536493659885
1294,60,1,70220.0,4,2,4,424,Promising / Warm,Usman Hashmi,Female,34,Lahore,Punjab,2024-02-21,Facebook Ads,0,26-35 (Young Millennials),0.050460672187638965
1295,60,1,2050.0,4,2,1,421,Promising / Warm,Hamza Khan,Male,34,Lahore,Punjab,2024-04-18,Direct,0,26-35 (Young Millennials),0.0575129873760468
1296,16,13,518892.5,5,5,5,555,Champions,Kiran Ahmed,Female,44,Karachi,Sindh,2024-07-02,Facebook Ads,0,36-50 (Older Millennials),0.0022824612850955942
1297,8,4,318413.5,5,4,5,545,Champions,Faisal Hashmi,Female,21,Islamabad,Islamabad Capital Territory,2025-09-23,Google Ads,0,18-25 (Gen Z),0.030762698905556243
1298,98,1,16740.0,3,2,2,322,Promising / Warm,Asad Abbasi,Male,39,Rawalpindi,Punjab,2025-12-31,Google Ads,1,36-50 (Older Millennials),0.9551400345630539
1299,115,3,7173.5,3,4,2,342,Lost / Inactive,Amna Farooq,Female,35,Karachi,Sindh,2025-08-04,Facebook Ads,1,26-35 (Young Millennials),0.8976577016756974
1300,188,1,1580.0,2,2,1,221,Hibernating,Hamza Ali,Female,28,Lahore,Punjab,2024-04-09,Referral,1,26-35 (Young Millennials),0.9475674238227805
1301,81,3,54463.0,3,4,3,343,Loyal Customers,Zahra Abbasi,Female,25,Karachi,Sindh,2025-04-26,Google Ads,0,18-25 (Gen Z),0.06705653460291586
1302,452,1,9540.0,1,2,2,122,Hibernating,Sana Iqbal,Female,28,Karachi,Sindh,2025-01-07,TikTok Ads,1,26-35 (Young Millennials),0.9462920180765199
1303,0,10,288526.0,5,5,5,555,Champions,Kiran Butt,Female,20,Karachi,Sindh,2026-03-18,Direct,0,18-25 (Gen Z),0.01181508070042077
1304,73,2,141185.0,4,4,4,444,Champions,Omer Gill,Male,18,Lahore,Punjab,2025-05-01,Google Ads,0,18-25 (Gen Z),0.04856019466435552
1305,294,6,538195.5,2,5,5,255,At Risk / Slipping,Zain Mughal,Male,24,Lahore,Punjab,2024-10-16,Facebook Ads,0,18-25 (Gen Z),0.5751935163139215
1306,99,8,306875.0,3,5,5,355,Loyal Customers,Amna Mughal,Male,45,Rawalpindi,Punjab,2025-06-04,Direct,0,36-50 (Older Millennials),0.5564689181473066
1307,541,1,11823.5,1,2,2,122,Hibernating,Zain Dar,Male,33,Karachi,Sindh,2024-11-29,Google Ads,1,26-35 (Young Millennials),0.9482839372142569
1308,240,1,26742.5,2,2,3,223,Hibernating,Hassan Ali,Female,31,Lahore,Punjab,2025-02-14,TikTok Ads,1,26-35 (Young Millennials),0.9572143136658622
1309,0,11,605927.5,5,5,5,555,Champions,Sara Qureshi,Male,18,Karachi,Sindh,2025-07-15,Google Ads,0,18-25 (Gen Z),0.008609597024595161
1310,106,1,2827.5,3,2,2,322,Promising / Warm,Fatima Cheema,Female,21,Karachi,Sindh,2024-08-01,Organic,1,18-25 (Gen Z),0.9556902261345742
1311,152,1,270.0,3,2,1,321,Promising / Warm,Faisal Baig,Female,47,Faisalabad,Punjab,2025-08-03,TikTok Ads,1,36-50 (Older Millennials),0.9272173024337763
1312,1,1,82560.0,5,2,4,524,Promising / Warm,Omer Farooq,Male,39,Karachi,Sindh,2025-11-09,Organic,0,36-50 (Older Millennials),0.04942525145371155
1313,71,13,572175.0,4,5,5,455,Champions,Yasmin Ali,Female,23,Lahore,Punjab,2024-04-27,Direct,0,18-25 (Gen Z),0.0059629550588563875
1314,9,1,62600.0,5,2,3,523,Promising / Warm,Sara Hashmi,Male,30,Lahore,Punjab,2026-04-21,Facebook Ads,0,26-35 (Young Millennials),0.06817218260300323
1315,205,1,42320.0,2,2,3,223,Hibernating,Zahra Butt,Female,29,Lahore,Punjab,2024-03-12,TikTok Ads,1,26-35 (Young Millennials),0.9538224209812518
1316,68,1,166126.0,4,2,4,424,Promising / Warm,Nida Sheikh,Female,29,Karachi,Sindh,2024-12-01,Direct,0,26-35 (Young Millennials),0.08914586252684714
1317,89,5,132910.0,3,5,4,354,Loyal Customers,Saad Ahmed,Male,34,Rawalpindi,Punjab,2025-08-17,Facebook Ads,0,26-35 (Young Millennials),0.023744790173719256
1318,7,1,15378.0,5,2,2,522,Promising / Warm,Amna Khan,Male,41,Lahore,Punjab,2025-04-08,TikTok Ads,0,36-50 (Older Millennials),0.07614815785554373
1319,27,5,398445.0,5,5,5,555,Champions,Hassan Abbasi,Female,33,Karachi,Sindh,2024-07-19,Direct,0,26-35 (Young Millennials),0.0405615664765281
1320,61,4,157894.0,4,4,4,444,Champions,Ayesha Shah,Female,34,Karachi,Sindh,2025-03-21,Direct,0,26-35 (Young Millennials),0.05224481424119186
1321,68,4,77055.0,4,4,4,444,Champions,Faisal Mughal,Male,33,Lahore,Punjab,2025-09-18,Direct,0,26-35 (Young Millennials),0.0321606383000263
1322,265,1,168588.0,2,2,5,225,Hibernating,Tariq Dar,Female,18,Islamabad,Islamabad Capital Territory,2024-03-04,Google Ads,1,18-25 (Gen Z),0.9645875667422058
1323,118,1,1350.0,3,2,1,321,Promising / Warm,Asad Farooq,Male,24,Lahore,Punjab,2025-12-21,TikTok Ads,1,18-25 (Gen Z),0.951030466671284
1325,44,13,647900.0,4,5,5,455,Champions,Sana Qureshi,Female,36,Lahore,Punjab,2025-10-02,Facebook Ads,0,36-50 (Older Millennials),0.001997641980688661
1326,61,6,276469.0,4,5,5,455,Champions,Omer Dar,Female,31,Lahore,Punjab,2025-07-12,Facebook Ads,0,26-35 (Young Millennials),0.025217208527055113
1327,45,13,402595.5,4,5,5,455,Champions,Ayesha Butt,Male,33,Lahore,Punjab,2025-07-22,Google Ads,0,26-35 (Young Millennials),0.0031150502666433388
1328,135,5,65797.5,3,5,3,353,Loyal Customers,Kiran Mughal,Male,33,Rawalpindi,Punjab,2024-10-22,TikTok Ads,1,26-35 (Young Millennials),0.8690237775863949
1329,82,1,76720.5,3,2,4,324,Promising / Warm,Yasmin Malik,Male,33,Rawalpindi,Punjab,2025-10-25,TikTok Ads,0,26-35 (Young Millennials),0.05715213140149277
1330,198,1,4840.0,2,2,2,222,Hibernating,Muhammad Malik,Female,38,Lahore,Punjab,2025-11-04,Referral,1,36-50 (Older Millennials),0.962896298299761
1331,0,2,58955.0,5,4,3,543,Loyal Customers,Mariam Malik,Female,48,Karachi,Sindh,2026-05-30,TikTok Ads,0,36-50 (Older Millennials),0.04669462639738922
1332,95,1,1520.0,3,2,1,321,Promising / Warm,Zahra Hashmi,Male,37,Lahore,Punjab,2025-04-10,Facebook Ads,1,36-50 (Older Millennials),0.9485918770283857
1333,291,1,138479.0,2,2,4,224,Hibernating,Tariq Qureshi,Female,31,Rawalpindi,Punjab,2025-01-28,Google Ads,1,26-35 (Young Millennials),0.9534767940270137
1334,27,14,654704.5,5,5,5,555,Champions,Asad Iqbal,Male,25,Karachi,Sindh,2025-08-14,TikTok Ads,0,18-25 (Gen Z),0.008985503797560756
1336,29,3,18413.5,4,4,2,442,Lost / Inactive,Hassan Baig,Male,23,Karachi,Sindh,2025-08-04,Google Ads,0,18-25 (Gen Z),0.06021295735366555
1337,68,5,140158.5,4,5,4,454,Champions,Saad Mughal,Female,28,Lahore,Punjab,2025-12-08,Google Ads,0,26-35 (Young Millennials),0.035009015624642086
1338,40,1,1680.0,4,2,1,421,Promising / Warm,Ali Malik,Female,25,Lahore,Punjab,2025-04-21,Organic,0,18-25 (Gen Z),0.07069755284831407
1339,608,1,51630.0,1,2,3,123,Hibernating,Tariq Ali,Male,30,Karachi,Sindh,2024-09-08,Facebook Ads,1,26-35 (Young Millennials),0.9459133836360294
1340,11,13,363338.0,5,5,5,555,Champions,Saad Ali,Female,20,Lahore,Punjab,2025-09-19,TikTok Ads,0,18-25 (Gen Z),0.002383750577973729
1342,2,2,6574.0,5,4,2,542,Lost / Inactive,Zahra Jatoi,Female,38,Karachi,Sindh,2025-03-07,Facebook Ads,0,36-50 (Older Millennials),0.04373123363082548
1344,747,1,58453.0,1,2,3,123,Hibernating,Nida Abbasi,Female,19,Peshawar,KPK,2024-03-03,Organic,1,18-25 (Gen Z),0.9501780125840616
1345,28,1,51125.0,5,2,3,523,Promising / Warm,Raza Cheema,Male,26,Karachi,Sindh,2025-11-03,Facebook Ads,0,26-35 (Young Millennials),0.06612915701853764
1346,52,13,640601.0,4,5,5,455,Champions,Usman Hashmi,Other,28,Karachi,Sindh,2025-05-11,Google Ads,0,26-35 (Young Millennials),0.006847851963935472
1347,55,5,126869.0,4,5,4,454,Champions,Ali Malik,Female,24,Sialkot,Punjab,2024-09-15,TikTok Ads,0,18-25 (Gen Z),0.02654004309037314
1348,135,4,105486.0,3,4,4,344,Loyal Customers,Hamza Hashmi,Female,19,Peshawar,KPK,2024-01-15,Facebook Ads,1,18-25 (Gen Z),0.9181618682154279
1349,24,13,600626.0,5,5,5,555,Champions,Hina Sheikh,Male,37,Karachi,Sindh,2025-11-05,Facebook Ads,0,36-50 (Older Millennials),0.005167015255715138
1350,8,9,267898.5,5,5,5,555,Champions,Zahra Mughal,Female,18,Islamabad,Islamabad Capital Territory,2026-03-12,TikTok Ads,0,18-25 (Gen Z),0.022346834197691297
1351,13,1,26605.0,5,2,3,523,Promising / Warm,Faisal Iqbal,Male,27,Lahore,Punjab,2024-12-17,Facebook Ads,0,26-35 (Young Millennials),0.08302875027031076
1352,9,1,38800.5,5,2,3,523,Promising / Warm,Ali Malik,Male,18,Karachi,Sindh,2026-05-07,Facebook Ads,0,18-25 (Gen Z),0.0577367088017604
1353,98,1,14460.0,3,2,2,322,Promising / Warm,Saad Qureshi,Male,42,Karachi,Sindh,2025-11-07,Google Ads,1,36-50 (Older Millennials),0.955276784782076
